Tienda,Periodo,GOS,GOR,Prod,VtaNeta,JEq,ProdMeta,CAPO *,CAPE *,JEqMeta,VtaNetaMeta
P142 Chincha - PVH,202410,Sofía V,Joe H,75522,3457750,45.78475134408601,0,50.5,51.5,,0
P084 Comas - PVH,202509,Sebastián S,Vik E,75499,4270063,56.55815277777779,79415.22496797555,75.5,74.0,53.76882394681772,6145122
P108 Ayacucho - PVS,202401,Hernán P,Daniel R,75458,3253731,43.11952956989248,0,51.0,49.0,,0
P037 Jockey Plaza - PVH,202501,Sebastián S,Johanna V,75403,4982684,66.08089381720428,72471.91926134296,75.5,70.5,68.75330874061451,5337107
P201 Huaral - PVH,202508,Sofía V,José A,75398,3420153,45.36108198924731,80549.07528755444,52.0,52.0,42.460488190463984,3529703
P066 Ate - PVH,202410,Sebastián S,Rodolfo O,75380,4526479,60.04856854838709,0,64.5,64.0,,0
P262 Talara Municipalidad - PVH,202401,Sofía V,Melany A,75307,4858036,64.50979838709677,0,60.5,60.5,,0
P059 Callao - PVH,202604,Sebastián S,Vik E,75292,3761302,49.956326388888876,69493.95313586427,60.5,57.5,51.161312105083525,3555402
P191 Cine Rimac - PVS,202512,Fátima L,Fátima L,75291,823043,10.931478494623649,76994.78199847182,11.0,11.0,10.689595562675086,915150
P108 Ayacucho - PVS,202605,Hernán P,Daniel R,75267,3314037,44.030517473118664,78303.04922423698,51.0,49.0,41.45189799065107,3245810
P120 Universitaria - PVH,202411,Sebastián S,Vik E,75261,4689421,62.30913888888888,0,69.5,59.0,,0
P120 Universitaria - PVH,202410,Sebastián S,Vik E,75246,4393749,58.39185483870966,0,69.5,59.0,,0
P112 Ceres - PVH,202604,Sebastián S,Rodolfo O,75212,3956770,52.60815972222192,88970.06186966877,53.5,54.0,47.165198395018514,4196291
P105 Salamanca - PVS,202510,Hernán P,Daniel R,75209,2406773,32.00119623655913,68801.4361310023,44.0,40.5,34.98142939076667,2841235
P181 Supermercados SKA - PVE,202401,Fátima L,Fátima L,75188,815353,10.844119623655914,0,11.5,12.0,,0
P226 Paita - PVH,202401,Sofía V,Melany A,75180,4364031,58.04787634408601,0,56.0,60.0,,0
P118 Alfonso Ugarte - PVH,202603,Sebastián S,Vik E,75155,3314990,44.108561827957004,84795.74982337176,47.5,43.0,41.48790599561813,3517998
P236 Pisco - PVH,202409,Sofía V,Joe H,75145,4052969,53.935388888888895,0,57.5,56.5,,0
P001 Los Olivos - PVH,202404,Sebastián S,Vik E,75114,4834626,64.36378472222222,0,66.0,64.5,,0
1199 San Miguel - PVH,202403,Sebastián S,Vik E,75070,6217800,82.82712365591398,0,84.5,78.5,,0
P120 Universitaria - PVH,202401,Sebastián S,Vik E,75059,4709411,62.74253360215055,0,69.5,59.0,,0
P227 San Isidro - PVH,202405,Sebastián S,Johanna V,75058,4748738,63.267674731182815,0,68.0,60.5,,0
P141 Chosica - PVH,202410,Sebastián S,Rodolfo O,75005,3631068,48.410974462365566,0,55.0,55.5,,0
P080 Bolichera - PVH,202405,Sebastián S,Rodolfo O,74979,5849534,78.01589381720433,0,80.0,80.5,,0
P135 Colonial - PVH,202511,Sebastián S,Vik E,74944,3676394,49.054930555555586,65205.36097327546,63.0,59.0,56.38177620865832,3848820
P516 Ilo - PVH,202409,Sofía V,Joe H,74936,4322746,57.68578472222222,0,62.0,58.0,,0
1199 San Miguel - PVH,202504,Sebastián S,Vik E,74928,5580085,74.47275694444444,64918.42247023703,84.5,78.5,85.95533313457034,6018322
P108 Ayacucho - PVS,202408,Hernán P,Daniel R,74928,3355617,44.78471102150537,0,51.0,49.0,,0
P516 Ilo - PVH,202506,Sofía V,Joe H,74908,4512287,60.23767361111114,79698.67071480225,62.0,58.0,56.616839020402175,4878582
P112 Ceres - PVH,202602,Sebastián S,Rodolfo O,74810,3908547,52.24651041666666,78197.93633242813,53.5,54.0,47.165198395018514,3688221
P112 Ceres - PVH,202411,Sebastián S,Rodolfo O,74806,3985576,53.27865277777778,0,53.5,54.0,,0
P191 Cine Rimac - PVS,202410,Fátima L,Fátima L,74722,638661,8.547197580645161,0,11.0,11.0,,0
P134 Centro Civico - PVH,202401,Sebastián S,Vik E,74669,4759244,63.73801075268821,0,79.5,67.0,,0
P108 Ayacucho - PVS,202604,Hernán P,Daniel R,74649,3272377,43.83657638888875,78220.6883972184,51.0,49.0,41.45189799065107,3242396
P206 La Paz - PVS,202503,Fátima L,Fátima L,74643,1087934,14.575241935483872,70365.77544937845,17.0,13.5,15.46112400598308,1168364
P120 Universitaria - PVH,202508,Sebastián S,Vik E,74609,4304277,57.69077284946237,81948.95419662577,69.5,59.0,52.5238750414368,4954131
P141 Chosica - PVH,202501,Sebastián S,Rodolfo O,74604,3886033,52.08884408602149,73440.86671333568,55.0,55.5,52.91377367819598,3666468
P158 Villa el Salvador - PVS,202412,Hernán P,Daniel R,74584,3519612,47.1896438172043,0,45.5,42.5,,0
P052 Brasil - PVH,202411,Sebastián S,Vik E,74557,3847608,51.60604166666669,0,61.5,56.0,,0
2638 SJB Ayacucho - PVH,202604,Sofía V,José A,74542,5455207,73.18290972222384,59352.9962154762,84.0,76.5,84,4985652
P080 Bolichera - PVH,202410,Sebastián S,Rodolfo O,74502,5317316,71.37153897849463,0,80.0,80.5,,0
P141 Chosica - PVH,202409,Sebastián S,Rodolfo O,74463,3616117,48.56250000000002,0,55.0,55.5,,0
1199 San Miguel - PVH,202506,Sebastián S,Vik E,74423,5329797,71.61490972222222,71575.02742399972,84.5,78.5,74.4644719229667,5965055
V095 Monterrico - VIV,202504,María R,María R,74415,5580877,74.99624999999997,70463.38780278261,94.0,77.5,79.20250663536237,5592512
P108 Ayacucho - PVS,202502,Hernán P,Daniel R,74331,3056100,41.11489583333332,75539.4455014001,51.0,49.0,40.45700772245352,3177678
P206 La Paz - PVS,202507,Fátima L,Fátima L,74315,975142,13.121754032258067,72041.8703508059,17.0,13.5,13.535773089337784,1125727
P215 Magdalena - PVS,202410,Hernán P,Daniel R,74297,1008089,13.568427419354839,0,15.5,14.5,,0
P080 Bolichera - PVH,202411,Sebastián S,Rodolfo O,74278,5738624,77.25909722222227,0,80.0,80.5,,0
P059 Callao - PVH,202407,Sebastián S,Vik E,74276,3931898,52.936229838709664,0,60.5,57.5,,0
P123 El Chacarero - PVH,202406,Sofía V,Melany A,74274,6101532,82.14869444444449,0,88.5,92.5,,0
P216 Proceres - PVS,202404,Hernán P,Daniel R,74274,984886,13.2601875,0,15.0,15.0,,0
P112 Ceres - PVH,202506,Sebastián S,Rodolfo O,74273,3653533,49.19045833333333,83880.28423708637,53.5,54.0,43.55651859349143,4217836
P191 Cine Rimac - PVS,202406,Fátima L,Fátima L,74258,669361,9.014006944444446,0,11.0,11.0,,0
1198 Cusco Wanchaq - PVH,202504,Sofía V,Joe H,74249,2543720,34.259263888888896,67101.927661153,41.5,35.5,37.90829725257839,2426925
P108 Ayacucho - PVS,202409,Hernán P,Daniel R,74224,3306817,44.551791666666674,0,51.0,49.0,,0
P059 Callao - PVH,202601,Sebastián S,Vik E,74195,3565543,48.0566935483871,69377.56069096824,60.5,57.5,51.161312105083525,3549447
P105 Salamanca - PVS,202503,Hernán P,Daniel R,74135,2771957,37.390819892473125,77020.58440755757,44.0,40.5,35.989821179907906,2903506
X210 Santa Cruz - PVE,202604,Fátima L,Fátima L,74105,343397,4.633902777777777,49195.81961145271,8.5,6.5,7.422565370066353,365159
P226 Paita - PVH,202402,Sofía V,Melany A,74105,4406496,59.46303879310343,0,56.0,60.0,,0
P120 Universitaria - PVH,202409,Sebastián S,Vik E,74092,4498150,60.71002777777779,0,69.5,59.0,,0
P226 Paita - PVH,202406,Sofía V,Melany A,74056,4311110,58.213847222222206,0,56.0,60.0,,0
P181 Supermercados SKA - PVE,202406,Fátima L,Fátima L,74051,796514,10.756277777777777,0,11.5,12.0,,0
P208 La Victoria PVS,202606,Fátima L,Fátima L,74037,489090,6.606006944444444,53405.59847434733,10.0,9.0,8.15218945648789,435373
P132 El Ejercito - PVS,202411,Hernán P,Daniel R,74001,3293911,44.511590277777785,0,53.5,52.0,,0
P120 Universitaria - PVH,202405,Sebastián S,Vik E,73990,4843053,65.45522177419353,0,69.5,59.0,,0
P220 Trujillo Valcarcel - PVS,202401,Fátima L,Fátima L,73981,993713,13.432096774193548,0,13.5,14.5,,0
P219 La Perla - PVS,202508,Fátima L,Fátima L,73975,887713,12.000154569892471,87803.36417942305,13.5,12.0,10.110240630256374,1032923
P104 Arequipa - PVH,202505,Sofía V,Joe H,73966,4831829,65.32477150537636,76922.58421721168,70.5,69.5,62.81417322585041,4659850
P080 Bolichera - PVH,202406,Sebastián S,Rodolfo O,73959,5909546,79.9027152777778,0,80.0,80.5,,0
P108 Ayacucho - PVS,202606,Hernán P,Daniel R,73943,3126983,42.28904166666629,76177.78807648759,51.0,49.0,41.45189799065107,3157714
P059 Callao - PVH,202602,Sebastián S,Vik E,73922,3822749,51.71354166666668,71304.76211022586,60.5,57.5,51.161312105083525,3648045
P112 Ceres - PVH,202606,Sebastián S,Rodolfo O,73911,3678585,49.77058333333298,83595.8024872091,53.5,54.0,47.165198395018514,3942813
P723 Puruchuco - PVH,202401,Sebastián S,Rodolfo O,73885,6715409,90.89048387096771,0,94.5,97.0,,0
P105 Salamanca - PVS,202508,Hernán P,Daniel R,73845,2514628,34.05264784946237,81306.9856374512,44.0,40.5,30.927577996960267,2716346
P181 Supermercados SKA - PVE,202403,Fátima L,Fátima L,73827,847372,11.47783602150538,0,11.5,12.0,,0
P120 Universitaria - PVH,202601,Sebastián S,Vik E,73798,3993660,54.11625672043011,80385.83038773913,69.5,59.0,57.92644428426813,4656465
P201 Huaral - PVH,202409,Sofía V,José A,73795,3238743,43.888493055555564,0,52.0,52.0,,0
P080 Bolichera - PVH,202509,Sebastián S,Rodolfo O,73787,4966132,67.30383333333336,74655.01021561096,80.0,80.5,66.52107495072771,6280385
P219 La Perla - PVS,202502,Fátima L,Fátima L,73759,832190,11.282552083333334,88657.53230321915,13.5,12.0,9.386573575653008,964835
P142 Chincha - PVH,202405,Sofía V,Joe H,73747,3772178,51.150524193548364,0,50.5,51.5,,0
P108 Ayacucho - PVS,202509,Hernán P,Daniel R,73721,2920182,39.61105555555554,77935.31325245994,51.0,49.0,37.469305994068456,3523581
2638 SJB Ayacucho - PVH,202603,Sofía V,José A,73717,5888404,79.87898521505376,63297.49062142858,84.0,76.5,84,5316989
P191 Cine Rimac - PVS,202407,Fátima L,Fátima L,73716,688852,9.344670698924732,0,11.0,11.0,,0
P052 Brasil - PVH,202410,Sebastián S,Vik E,73703,3699229,50.19084677419356,0,61.5,56.0,,0
V095 Monterrico - VIV,202605,María R,María R,73684,5697147,77.31871639784902,71502.78452690995,94.0,77.5,81.02314964838428,5793381
P112 Ceres - PVH,202510,Sebastián S,Rodolfo O,73629,3544848,48.144852150537616,76273.1119731677,53.5,54.0,46.47572739980835,4139919
1198 Cusco Wanchaq - PVH,202406,Sofía V,Joe H,73613,2351662,31.946444444444445,0,41.5,35.5,,0
P291 La Curva - PVH,202502,Sebastián S,Rodolfo O,73610,5195536,70.5821875,87532.26610516637,84.5,86.5,59.35566850009093,6389988
P105 Salamanca - PVS,202405,Hernán P,Daniel R,73592,2583157,35.10090725806453,0,44.0,40.5,,0
P084 Comas - PVH,202402,Sebastián S,Vik E,73591,5403245,73.42311063218389,0,75.5,74.0,,0
P059 Callao - PVH,202408,Sebastián S,Vik E,73585,3677372,49.974213709677414,0,60.5,57.5,,0
P201 Huaral - PVH,202509,Sofía V,José A,73569,3186003,43.306569444444456,77484.55513601941,52.0,52.0,41.11791303966534,3532718
P191 Cine Rimac - PVS,202603,Fátima L,Fátima L,73555,742546,10.095147849462366,69574.49525411549,11.0,11.0,10.04229432420742,698688
P141 Chosica - PVH,202403,Sebastián S,Rodolfo O,73549,4347740,59.113165322580635,0,55.0,55.5,,0
P133 Guardia Civil - PVH,202502,Sebastián S,Rodolfo O,73548,5643194,76.72765625,94018.51193310354,81.0,77.0,60.02216046575243,6408999
P207 Villa Marina - PVS,202508,Fátima L,Fátima L,73544,592531,8.05682123655914,60646.39954689974,11.5,10.0,9.770254201847179,663428
P089 Risso - PVH,202406,Sebastián S,Vik E,73535,4639843,63.09678472222223,0,61.5,48.5,,0
P109 Dasso - PVS,202605,Hernán P,Daniel R,73532,5111049,69.50778897849496,69247.60185452683,87.0,77.5,73.9708420698925,5122303
P201 Huaral - PVH,202401,Sofía V,José A,73512,3495412,47.548958333333324,0,52.0,52.0,,0
P105 Salamanca - PVS,202606,Hernán P,Daniel R,73488,2564150,34.892277777777515,72084.32829341356,44.0,40.5,35.76242179585583,2577910
P221 Barranca - PVH,202409,Sofía V,José A,73459,2033519,27.682277777777777,0,32.5,32.0,,0
P109 Dasso - PVS,202604,Hernán P,Daniel R,73443,4982382,67.83986805555578,66279.98647585392,87.0,77.5,73.9708420698925,4902786
P120 Universitaria - PVH,202501,Sebastián S,Vik E,73443,4422922,60.22281586021505,78812.26596387416,69.5,59.0,56.11971875072555,4869251
P135 Colonial - PVH,202408,Sebastián S,Vik E,73418,3774225,51.407284946236565,0,63.0,59.0,,0
1593 Aventura SJL - PVH,202405,Sebastián S,Rodolfo O,73391,4711532,64.19733870967742,0,65.5,63.0,,0
P195 San Borja - PVH,202402,Sebastián S,Johanna V,73387,8578090,116.8879310344828,0,123.0,115.5,,0
P262 Talara Municipalidad - PVH,202406,Sofía V,Melany A,73383,4794611,65.33693055555555,0,60.5,60.5,,0
P108 Ayacucho - PVS,202510,Hernán P,Daniel R,73353,3001171,40.913870967741936,83281.28995008707,51.0,49.0,36.03656141491912,3624264
P105 Salamanca - PVS,202403,Hernán P,Daniel R,73353,2923311,39.85267473118279,0,44.0,40.5,,0
P108 Ayacucho - PVS,202501,Hernán P,Daniel R,73353,3222757,43.93506720430107,79231.32243273495,51.0,49.0,40.67529508593052,3386464
P115 Huancayo - PVH,202402,Sofía V,José A,73347,7496296,102.20326867816098,0,107.5,102.5,,0
P191 Cine Rimac - PVS,202412,Fátima L,Fátima L,73328,803609,10.959045698924733,0,11.0,11.0,,0
P199 Grifo Kio - PVS,202603,Hernán P,Daniel R,73322,1656529,22.592594086021517,97279.0048924061,22.5,21.0,19.647967156057994,1911335
P216 Proceres - PVS,202508,Hernán P,Daniel R,73303,1095381,14.943259408602147,84746.67087634948,15.0,15.0,12.925362243411637,1108959
P201 Huaral - PVH,202411,Sofía V,José A,73297,3610543,49.2590486111111,0,52.0,52.0,,0
P105 Salamanca - PVS,202401,Hernán P,Daniel R,73284,2644882,36.090974462365594,0,44.0,40.5,,0
P104 Arequipa - PVH,202405,Sofía V,Joe H,73260,4625987,63.145127688172074,0,70.5,69.5,,0
P206 La Paz - PVS,202506,Fátima L,Fátima L,73258,936717,12.786520833333336,74062.0590315988,17.0,13.5,12.64772951559917,1094734
P080 Bolichera - PVH,202510,Sebastián S,Rodolfo O,73254,4954457,67.63378360215054,78227.00412390297,80.0,80.5,63.33435755960545,6290140
1199 San Miguel - PVH,202601,Sebastián S,Vik E,73234,5631449,76.89674059139783,78326.13969557715,84.5,78.5,72.49465679234328,5678227
P037 Jockey Plaza - PVH,202509,Sebastián S,Johanna V,73232,4336969,59.22238194444447,71479.20338113784,75.5,70.5,60.67456035953046,5321722
P110 Corpac - PVS,202604,Hernán P,Daniel R,73180,2112674,28.869506944444428,66021.98799470221,41.5,43.0,33.73046601200038,2226952
V095 Monterrico - VIV,202512,María R,María R,73172,6243182,85.32204973118272,76710.92071514945,94.0,77.5,81.38583231431673,6733325
P202 LurIn - PVH,202506,Sebastián S,Rodolfo O,73156,5266541,71.99096527777779,102171.83682787306,78.0,74.5,51.545917480885066,6014389
V095 Monterrico - VIV,202503,María R,María R,73090,5723821,78.31235887096778,72824.59448960287,94.0,77.5,78.59736549329068,5633688
P120 Universitaria - PVH,202502,Sebastián S,Vik E,73078,4529475,61.98140625000001,81670.78999073715,69.5,59.0,55.4601539976988,5119402
P201 Huaral - PVH,202510,Sofía V,José A,73074,3299508,45.15282258064516,75390.90676990329,52.0,52.0,43.76532676639981,3502858
V095 Monterrico - VIV,202412,María R,María R,73058,6494566,88.89600134408603,0,94.0,77.5,,0
1199 San Miguel - PVH,202501,Sebastián S,Vik E,73057,5564635,76.16813844086012,71183.3750773972,84.5,78.5,78.17324598545109,5578169
P141 Chosica - PVH,202507,Sebastián S,Rodolfo O,73023,4188129,57.35380376344086,83648.71313698235,55.0,55.5,50.06805786888269,4338730
P052 Brasil - PVH,202401,Sebastián S,Vik E,73004,3682621,50.44422043010755,0,61.5,56.0,,0
P158 Villa el Salvador - PVS,202603,Hernán P,Daniel R,72993,2766432,37.89996639784946,68513.9599810041,45.5,42.5,36.981595266169094,2533756
P108 Ayacucho - PVS,202405,Hernán P,Daniel R,72918,3348839,45.92625672043009,0,51.0,49.0,,0
P084 Comas - PVH,202510,Sebastián S,Vik E,72894,4382270,60.118380376344106,79984.2525687287,75.5,74.0,54.789163857403196,6628934
P120 Universitaria - PVH,202606,Sebastián S,Vik E,72885,3636438,49.89264583333324,74231.66073163933,69.5,59.0,57.92644428426813,4299976
P134 Centro Civico - PVH,202509,Sebastián S,Vik E,72883,4752266,65.20417361111114,72504.170119938,79.5,67.0,65.54472911197652,4983333
P109 Dasso - PVS,202603,Hernán P,Daniel R,72883,5404223,74.14975806451613,72725.68328635518,87.0,77.5,73.9708420698925,5379580
P112 Ceres - PVH,202504,Sebastián S,Rodolfo O,72860,3736759,51.28656944444446,64211.291223798486,53.5,54.0,58.194741279631096,4032579
P216 Proceres - PVS,202501,Hernán P,Daniel R,72853,1035404,14.21221102150538,83327.93777793941,15.0,15.0,12.425649999394526,1048469
P106 Valle Hermoso - PVH,202411,Hernán P,Daniel R,72846,7280778,99.94774999999997,0,106.0,94.5,,0
1198 Cusco Wanchaq - PVH,202501,Sofía V,Joe H,72842,2380725,32.68355510752689,64571.915303091155,41.5,35.5,36.86935502571396,2126328
P066 Ate - PVH,202401,Sebastián S,Rodolfo O,72772,4915108,67.54077956989242,0,64.5,64.0,,0
P192 Sullana - PVH,202406,Sofía V,Melany A,72750,2912127,40.02906250000001,0,43.5,41.0,,0
P134 Centro Civico - PVH,202501,Sebastián S,Vik E,72719,5042939,69.34836021505376,78402.2907835924,79.5,67.0,64.32132083894874,5001147
P068 Primavera - PVH,202405,Sebastián S,Rodolfo O,72691,4660940,64.12023521505375,0,66.5,63.5,,0
P206 La Paz - PVS,202508,Fátima L,Fátima L,72644,960818,13.226424731182792,69490.02369120359,17.0,13.5,13.826697545386294,1106307
P112 Ceres - PVH,202410,Sebastián S,Rodolfo O,72641,3755473,51.69904569892472,0,53.5,54.0,,0
P516 Ilo - PVH,202404,Sofía V,Joe H,72608,4437183,61.111749999999994,0,62.0,58.0,,0
1198 Cusco Wanchaq - PVH,202409,Sofía V,Joe H,72601,2573365,35.44508333333333,0,41.5,35.5,,0
P068 Primavera - PVH,202404,Sebastián S,Rodolfo O,72585,4708195,64.86418750000001,0,66.5,63.5,,0
P258 Chaclacayo - PVS,202412,Hernán P,Daniel R,72564,1532013,21.112479838709675,0,19.0,21.5,,0
P193 Trujillo Mansiche - PVS,202403,Fátima L,Fátima L,72564,960131,13.231599462365594,0,13.5,12.5,,0
P198 Chorrillos Iglesias - PVS,202412,Fátima L,Fátima L,72552,816362,11.252170698924735,0,11.5,10.0,,0
P059 Callao - PVH,202501,Sebastián S,Vik E,72530,3618133,49.88436155913981,69997.75772190151,60.5,57.5,51.689263024320105,3361862
1199 San Miguel - PVH,202511,Sebastián S,Vik E,72498,5624534,77.58236111111121,74494.67390331614,84.5,78.5,75.5024987061474,5798059
P181 Supermercados SKA - PVE,202503,Fátima L,Fátima L,72466,814927,11.245584677419355,77518.15240546587,11.5,12.0,10.512726306187592,828927
P108 Ayacucho - PVS,202601,Hernán P,Daniel R,72434,3047886,42.0779502688172,84340.9150888217,51.0,49.0,41.45189799065107,3496091
P238 Grifo Mexico - PVH,202412,Sebastián S,Rodolfo O,72431,2149342,29.674448924731184,0,27.0,27.0,,0
P141 Chosica - PVH,202502,Sebastián S,Rodolfo O,72430,3734887,51.56541666666665,66736.4086012278,55.0,55.5,55.964759690878644,3481997
P132 El Ejercito - PVS,202604,Hernán P,Daniel R,72425,3010500,41.566972222222326,70225.550716719,53.5,52.0,43.483853774506514,3053678
P156 El Tambo Huancayo - PVS,202604,Hernán P,Daniel R,72382,1607803,22.21274999999999,54606.77498949952,31.0,27.0,27.070532526124346,1478234
1199 San Miguel - PVH,202602,Sebastián S,Vik E,72365,5584141,77.1665625,75062.82212477119,84.5,78.5,72.49465679234328,5441654
P123 El Chacarero - PVH,202405,Sofía V,Melany A,72249,5971887,82.65748655913981,0,88.5,92.5,,0
P037 Jockey Plaza - PVH,202601,Sebastián S,Johanna V,72234,4956015,68.61077284946238,77006.41506107639,75.5,70.5,63.4231141798556,4883987
P180 Centro Trujillo - PVE,202412,Fátima L,Fátima L,72219,793260,10.98402553763441,0,11.0,12.0,,0
P068 Primavera - PVH,202602,Sebastián S,Rodolfo O,72204,4465768,61.84932291666666,96079.22294098446,66.5,63.5,54.65214124103944,5250935
P221 Barranca - PVH,202510,Sofía V,José A,72144,2259933,31.325094086021508,83962.65435032338,32.5,32.0,26.915931106354975,2262924
P216 Proceres - PVS,202510,Hernán P,Daniel R,72133,1045521,14.494327956989247,88267.45254398722,15.0,15.0,11.844920181410865,1070703
P216 Proceres - PVS,202505,Hernán P,Daniel R,72109,1074969,14.90750672043011,81553.2871903286,15.0,15.0,13.181180269180864,1126548
P068 Primavera - PVH,202402,Sebastián S,Rodolfo O,72037,4725625,65.5998563218391,0,66.5,63.5,,0
P141 Chosica - PVH,202505,Sebastián S,Rodolfo O,72037,3962713,55.00950940860217,70010.56602861715,55.0,55.5,56.601641506229534,3869134
P181 Supermercados SKA - PVE,202501,Fátima L,Fátima L,72009,750959,10.428682795698927,78947.91838448691,11.5,12.0,9.512078283593628,835410
P037 Jockey Plaza - PVH,202406,Sebastián S,Johanna V,71979,5462441,75.88977083333336,0,75.5,70.5,,0
1198 Cusco Wanchaq - PVH,202410,Sofía V,Joe H,71949,2606113,36.221518817204284,0,41.5,35.5,,0
P108 Ayacucho - PVS,202402,Hernán P,Daniel R,71942,3209254,44.60870689655172,0,51.0,49.0,,0
P207 Villa Marina - PVS,202605,Fátima L,Fátima L,71932,629010,8.744495967741932,57870.213084584815,11.5,10.0,10.042294324207418,581150
P089 Risso - PVH,202402,Sebastián S,Vik E,71870,4454557,61.981077586206915,0,61.5,48.5,,0
P107 Mercaderes - PVS,202603,Hernán P,Daniel R,71867,2134888,29.706014784946237,0,33.0,31.5,35.22317754154448,0
P109 Dasso - PVS,202410,Hernán P,Daniel R,71855,5529380,76.95211021505374,0,87.0,77.5,,0
P215 Magdalena - PVS,202508,Hernán P,Daniel R,71848,1090271,15.174758064516125,86839.82426434217,15.5,14.5,12.554963454108265,1109423
P201 Huaral - PVH,202410,Sofía V,José A,71801,3378276,47.050631720430104,0,52.0,52.0,,0
P192 Sullana - PVH,202501,Sofía V,Melany A,71775,2843180,39.6126612903226,69521.1712971079,43.5,41.0,40.89660540742756,3003677
P123 El Chacarero - PVH,202510,Sofía V,Melany A,71767,8080249,112.58940188172052,81000.24344300349,88.5,92.5,99.75585870535977,6368843
P261 El Agustino - PVH,202503,Sebastián S,Rodolfo O,71746,2479490,34.559159946236555,71840.27642215363,34.0,34.0,34.513924827207255,2416430
P262 Talara Municipalidad - PVH,202411,Sofía V,Melany A,71746,4582563,63.87242361111108,0,60.5,60.5,,0
V095 Monterrico - VIV,202604,María R,María R,71742,5606053,78.14172916666804,71887.97602385175,94.0,77.5,81.02314964838428,5824590
P181 Supermercados SKA - PVE,202505,Fátima L,Fátima L,71737,752476,10.489415322580646,74944.55761710794,11.5,12.0,10.040433674242259,820972
P215 Magdalena - PVS,202404,Hernán P,Daniel R,71733,1041122,14.513819444444444,0,15.5,14.5,,0
P105 Salamanca - PVS,202504,Hernán P,Daniel R,71725,2544245,35.472159722222216,72354.91301741533,44.0,40.5,35.16340651791839,2741018
P107 Mercaderes - PVS,202604,Hernán P,Daniel R,71680,2039024,28.446201388888674,0,33.0,31.5,35.22317754154448,
P120 Universitaria - PVH,202602,Sebastián S,Vik E,71669,4138428,57.74364583333333,83303.73099580228,69.5,59.0,57.92644428426813,4825489
P059 Callao - PVH,202511,Sebastián S,Vik E,71643,3769598,52.61627777777778,72733.90955278599,60.5,57.5,51.827245547198956,3660767
P109 Dasso - PVS,202506,Hernán P,Daniel R,71633,5241607,73.17352777777782,62695.97517265456,87.0,77.5,83.60356666541135,5318382
P104 Arequipa - PVH,202409,Sofía V,Joe H,71592,4583148,64.01728472222224,0,70.5,69.5,,0
1199 San Miguel - PVH,202502,Sebastián S,Vik E,71586,5423674,75.76406250000002,65727.19699985028,84.5,78.5,82.51796238948627,5350985
P105 Salamanca - PVS,202402,Hernán P,Daniel R,71549,2573890,35.973663793103455,0,44.0,40.5,,0
P120 Universitaria - PVH,202509,Sebastián S,Vik E,71548,3775263,52.76527083333336,77796.98398900786,69.5,59.0,48.52711835889959,4978333
P141 Chosica - PVH,202508,Sebastián S,Rodolfo O,71540,3918882,54.778575268817235,85359.83732230584,55.0,55.5,45.91014337577627,4037493
P089 Risso - PVH,202405,Sebastián S,Vik E,71536,4561203,63.76092069892473,0,61.5,48.5,,0
P109 Dasso - PVS,202403,Hernán P,Daniel R,71441,5363460,75.07537634408601,0,87.0,77.5,,0
P262 Talara Municipalidad - PVH,202402,Sofía V,Melany A,71395,4789909,67.09032327586208,0,60.5,60.5,,0
P262 Talara Municipalidad - PVH,202409,Sofía V,Melany A,71394,4267169,59.76920833333332,0,60.5,60.5,,0
P181 Supermercados SKA - PVE,202405,Fátima L,Fátima L,71376,791350,11.087096774193547,0,11.5,12.0,,0
P109 Dasso - PVS,202508,Hernán P,Daniel R,71336,5175514,72.55104838709678,66488.26365604319,87.0,77.5,77.84101351742235,5462962
P108 Ayacucho - PVS,202406,Hernán P,Daniel R,71335,3308607,46.381270833333346,0,51.0,49.0,,0
P215 Magdalena - PVS,202406,Hernán P,Daniel R,71334,1037031,14.537687500000006,0,15.5,14.5,,0
P141 Chosica - PVH,202406,Sebastián S,Rodolfo O,71317,3691100,51.756055555555555,0,55.0,55.5,,0
P120 Universitaria - PVH,202507,Sebastián S,Vik E,71299,4398569,61.69145161290323,82779.10249584712,69.5,59.0,53.136223000493025,5248901
P156 El Tambo Huancayo - PVS,202605,Hernán P,Daniel R,71291,1731113,24.282190860215206,58931.55649451858,31.0,27.0,27.070532526124346,1595309
P052 Brasil - PVH,202502,Sebastián S,Vik E,71287,3811966,53.47369791666668,68211.04153052182,61.5,56.0,55.884889080520665,3723168
P132 El Ejercito - PVS,202402,Hernán P,Daniel R,71261,3687926,51.75227729885061,0,53.5,52.0,,0
P192 Sullana - PVH,202411,Sofía V,Melany A,71256,2693860,37.80539583333334,0,43.5,41.0,,0
P201 Huaral - PVH,202402,Sofía V,José A,71250,3384962,47.50807471264367,0,52.0,52.0,,0
P227 San Isidro - PVH,202402,Sebastián S,Johanna V,71247,4671774,65.57119252873566,0,68.0,60.5,,0
P191 Cine Rimac - PVS,202604,Fátima L,Fátima L,71246,679758,9.540999999999993,67766.15641104606,11.0,11.0,10.04229432420742,680528
P052 Brasil - PVH,202501,Sebastián S,Vik E,71241,3628386,50.93130376344087,76654.01311647857,61.5,56.0,47.33458839899922,3820388
P180 Centro Trujillo - PVE,202401,Fátima L,Fátima L,71237,721389,10.126572580645162,0,11.0,12.0,,0
